,asset,ret,bin
2020-04-27,ITUB4_SA,0.19953068410502017,1.0
2020-04-28,ITUB4_SA,0.12138293283502932,1.0
2020-04-29,ITUB4_SA,0.08806930484664077,1.0
2020-04-30,ITUB4_SA,0.16445908497982797,1.0
2020-05-04,ITUB4_SA,0.1633885030417941,1.0
2020-05-05,ITUB4_SA,0.15120707779960685,1.0
2020-05-06,ITUB4_SA,0.1952774251475804,1.0
2020-05-07,ITUB4_SA,0.23754276867521207,1.0
2020-05-08,ITUB4_SA,0.24392677952131603,1.0
2020-05-12,ITUB4_SA,0.24819275949086927,1.0
2020-05-14,ITUB4_SA,0.20770588691979808,1.0
2020-05-15,ITUB4_SA,0.24055798921430083,1.0
2020-05-18,ITUB4_SA,0.20352170451599294,1.0
2020-05-19,ITUB4_SA,0.26666996105455487,1.0
2020-05-21,ITUB4_SA,0.1932484631513467,1.0
2020-05-25,ITUB4_SA,0.1608721017124417,1.0
2020-05-26,ITUB4_SA,0.1779047047963369,1.0
2020-05-27,ITUB4_SA,0.11811622698230062,1.0
2020-05-28,ITUB4_SA,0.13697420778147595,1.0
2020-05-29,ITUB4_SA,0.20809571009309913,1.0
2020-06-01,ITUB4_SA,0.1689057062718533,1.0
2020-06-02,ITUB4_SA,0.12105719727742947,1.0
2020-06-03,ITUB4_SA,0.07355007575176997,1.0
2020-06-04,ITUB4_SA,0.008843402328226668,1.0
2020-06-05,ITUB4_SA,0.001882482298197985,1.0
2020-06-08,ITUB4_SA,-0.09310654500964322,-1.0
2020-06-09,ITUB4_SA,-0.07555815572758606,-1.0
2020-06-10,ITUB4_SA,-0.019936238699286957,-1.0
2020-06-12,ITUB4_SA,-0.02113352990594619,-1.0
2020-06-15,ITUB4_SA,0.015310663392834822,1.0
2020-06-16,ITUB4_SA,-0.0244735098518315,-1.0
2020-06-17,ITUB4_SA,-0.047568726200939104,-1.0
2020-06-18,ITUB4_SA,-0.10968692176432893,-1.0
2020-06-19,ITUB4_SA,-0.11860453427304785,-1.0
2020-06-22,ITUB4_SA,-0.11213355407248471,-1.0
2020-06-23,ITUB4_SA,-0.09452284075334794,-1.0
2020-06-24,ITUB4_SA,-0.06343915514119136,-1.0
2020-06-25,ITUB4_SA,-0.0745422766800562,-1.0
2020-06-26,ITUB4_SA,-0.06026493726624538,-1.0
2020-06-29,ITUB4_SA,-0.07243460079569308,-1.0
2020-06-30,ITUB4_SA,-0.04199130004169149,-1.0
2020-07-01,ITUB4_SA,-0.08599425808967154,-1.0
2020-07-02,ITUB4_SA,-0.08675610642997467,-1.0
2020-07-06,ITUB4_SA,-0.14839919592751893,-1.0
2020-07-07,ITUB4_SA,-0.073847722779387,-1.0
2020-07-08,ITUB4_SA,-0.09530616895410982,-1.0
2020-07-10,ITUB4_SA,-0.07923799092877892,-1.0
2020-07-13,ITUB4_SA,-0.08646173928175782,-1.0
2020-07-14,ITUB4_SA,-0.10044274240712814,-1.0
2020-07-15,ITUB4_SA,-0.12568611156807974,-1.0
2020-07-16,ITUB4_SA,-0.12119248397502669,-1.0
2020-07-17,ITUB4_SA,-0.11345935845719668,-1.0
2020-07-21,ITUB4_SA,-0.1454173148702952,-1.0
2020-07-22,ITUB4_SA,-0.12189090286289894,-1.0
2020-07-23,ITUB4_SA,-0.12534294989522932,-1.0
2020-07-27,ITUB4_SA,-0.166243948303042,-1.0
2020-07-28,ITUB4_SA,-0.1839246348818373,-1.0
2020-07-29,ITUB4_SA,-0.1831679250736048,-1.0
2020-07-30,ITUB4_SA,-0.1733993368386233,-1.0
2020-07-31,ITUB4_SA,-0.14549158542558094,-1.0
2020-08-03,ITUB4_SA,-0.17655807716498584,-1.0
2020-08-04,ITUB4_SA,-0.12168962559835139,-1.0
2020-08-06,ITUB4_SA,-0.12911440099274973,-1.0
2020-08-07,ITUB4_SA,-0.10086444611565315,-1.0
2020-08-10,ITUB4_SA,-0.11080538134326845,-1.0
2020-08-11,ITUB4_SA,-0.10703465112310839,-1.0
2020-08-12,ITUB4_SA,-0.042254256713241234,-1.0
2020-08-13,ITUB4_SA,-0.016975841618698806,-1.0
2020-08-14,ITUB4_SA,-0.03545168814373911,-1.0
2020-08-17,ITUB4_SA,-0.014787313349558184,-1.0
2020-08-18,ITUB4_SA,-0.029676024693968794,-1.0
2020-08-19,ITUB4_SA,-0.04062411921408893,-1.0
2020-08-24,ITUB4_SA,0.0025318950406050256,1.0
2020-08-25,ITUB4_SA,0.0618786277560166,1.0
2020-08-26,ITUB4_SA,0.07075247194031409,1.0
2020-08-27,ITUB4_SA,0.060936260531789355,1.0
2020-08-28,ITUB4_SA,0.020159101720411465,1.0
2020-08-31,ITUB4_SA,0.011083853266516064,1.0
2020-09-01,ITUB4_SA,-0.017422487986609503,-1.0
2020-09-03,ITUB4_SA,-0.032500079063637055,-1.0
2020-09-04,ITUB4_SA,0.0029114982932774147,1.0
2020-09-08,ITUB4_SA,0.050141340552138924,1.0
2020-09-10,ITUB4_SA,0.15709356991445445,1.0
2020-09-11,ITUB4_SA,0.22377236250959287,1.0
2020-09-14,ITUB4_SA,0.20240102866513676,1.0
2020-09-15,ITUB4_SA,0.2186155076767733,1.0
2020-09-16,ITUB4_SA,0.2222211930165825,1.0
2020-09-18,ITUB4_SA,0.19766686407923784,1.0
2020-09-21,ITUB4_SA,0.20812743975253434,1.0
2020-09-22,ITUB4_SA,0.19766686407923784,1.0
2020-09-23,ITUB4_SA,0.23069838342973847,1.0
2020-09-24,ITUB4_SA,0.2013067902684358,1.0
2020-09-25,ITUB4_SA,0.20759958772844422,1.0
2020-09-29,ITUB4_SA,0.23509418753147493,1.0
2020-09-30,ITUB4_SA,0.22960452506305207,1.0
2020-10-02,ITUB4_SA,0.22388973141473079,1.0
2020-10-05,ITUB4_SA,0.2110236863586541,1.0
2020-10-07,ITUB4_SA,0.21795854046406893,1.0
2020-10-08,ITUB4_SA,0.20060098879565857,1.0
2020-10-09,ITUB4_SA,0.20410253628398212,1.0
2020-10-13,ITUB4_SA,0.21575405092155653,1.0
2020-10-14,ITUB4_SA,0.21934444128779917,1.0
2020-10-15,ITUB4_SA,0.17699732954723513,1.0
2020-10-16,ITUB4_SA,0.19635125837807577,1.0
2020-10-19,ITUB4_SA,0.18354744422800384,1.0
2020-10-20,ITUB4_SA,0.18972620713703692,1.0
2020-10-21,ITUB4_SA,0.17904775733747358,1.0
2020-10-22,ITUB4_SA,0.18647964856732346,1.0
2020-10-23,ITUB4_SA,0.19085141063191968,1.0
2020-10-26,ITUB4_SA,0.18951855388665706,1.0
2020-10-27,ITUB4_SA,0.18476648408473317,1.0
2020-10-28,ITUB4_SA,0.2152424858069062,1.0
2020-10-29,ITUB4_SA,0.20914080912451816,1.0
2020-10-30,ITUB4_SA,0.23076874246380918,1.0
2020-11-03,ITUB4_SA,0.20133169004898943,1.0
2020-11-04,ITUB4_SA,0.2110363538290856,1.0
2020-11-05,ITUB4_SA,0.23355085828788136,1.0
2020-11-09,ITUB4_SA,0.16457959030092062,1.0
2020-11-10,ITUB4_SA,0.11764598765071477,1.0
2020-11-11,ITUB4_SA,0.10845042990100673,1.0
2020-11-12,ITUB4_SA,0.16996678520183228,1.0
2020-11-13,ITUB4_SA,0.10485227965434163,1.0
2020-11-16,ITUB4_SA,0.06191546764909006,1.0
2020-11-18,ITUB4_SA,0.05707206045399027,1.0
2020-11-23,ITUB4_SA,0.015875119610631927,1.0
2020-11-24,ITUB4_SA,-0.04461995135542696,-1.0
2020-11-25,ITUB4_SA,-0.033231112852404876,-1.0
2020-11-26,ITUB4_SA,0.027479490442976484,1.0
2020-11-27,ITUB4_SA,-0.016754739194958956,-1.0
2020-11-30,ITUB4_SA,0.023591929141296264,1.0
2020-12-01,ITUB4_SA,-0.03880749688586349,-1.0
2020-12-02,ITUB4_SA,-0.05087475876245995,-1.0
2020-12-04,ITUB4_SA,-0.06762548320698836,-1.0
2020-12-07,ITUB4_SA,-0.09030342622753651,-1.0
2020-12-09,ITUB4_SA,-0.08900538925855139,-1.0
2020-12-10,ITUB4_SA,-0.11816831499147062,-1.0
2020-12-11,ITUB4_SA,-0.11068473786570288,-1.0
2020-12-14,ITUB4_SA,-0.08722376840692958,-1.0
2020-12-15,ITUB4_SA,-0.10186153949750443,-1.0
2020-12-16,ITUB4_SA,-0.12771017763028636,-1.0
2020-12-18,ITUB4_SA,-0.1369494658308953,-1.0
2020-12-21,ITUB4_SA,-0.13430555708571157,-1.0
2020-12-22,ITUB4_SA,-0.16541383221604777,-1.0
2020-12-23,ITUB4_SA,-0.19600127171593074,-1.0
2020-12-28,ITUB4_SA,-0.2017489556201969,-1.0
2020-12-30,ITUB4_SA,-0.18812125781007427,-1.0
2021-01-04,ITUB4_SA,-0.1915404828396764,-1.0
2021-01-05,ITUB4_SA,-0.09231832066803491,-1.0
2021-01-06,ITUB4_SA,-0.18773558720833994,-1.0
2021-01-07,ITUB4_SA,-0.21816804811687696,-1.0
2021-01-11,ITUB4_SA,-0.19988971177304626,-1.0
2021-01-12,ITUB4_SA,-0.20237549891787332,-1.0
2021-01-13,ITUB4_SA,-0.2106980634590958,-1.0
2021-01-14,ITUB4_SA,-0.21241013076681925,-1.0
2021-01-15,ITUB4_SA,-0.20339920482593743,-1.0
2021-01-18,ITUB4_SA,-0.19931414714548223,-1.0
2021-01-19,ITUB4_SA,-0.18970453790302133,-1.0
2021-01-20,ITUB4_SA,-0.05632750448309021,-1.0
2021-01-21,ITUB4_SA,-0.06766979613500135,-1.0
2021-01-22,ITUB4_SA,-0.06382294457585236,-1.0
2021-01-26,ITUB4_SA,-0.014576553815869864,-1.0
2021-01-28,ITUB4_SA,-0.03699116609356223,-1.0
2021-01-29,ITUB4_SA,0.015060848711252461,1.0
2021-02-01,ITUB4_SA,-0.030359951592451306,-1.0
2021-02-02,ITUB4_SA,-0.03953950688774022,-1.0
2021-02-03,ITUB4_SA,-0.022325487034654312,-1.0
2021-02-04,ITUB4_SA,-0.029610637049202637,-1.0
2021-02-05,ITUB4_SA,-0.034084917656545644,-1.0
2021-02-08,ITUB4_SA,-0.02354570728300076,-1.0
2021-02-09,ITUB4_SA,-0.03654620272234632,-1.0
2021-02-10,ITUB4_SA,-0.005545369672564471,-1.0
2021-02-12,ITUB4_SA,0.004301778749729257,1.0
2021-02-17,ITUB4_SA,-0.008203183703616501,-1.0
2021-02-18,ITUB4_SA,0.010106976744689966,1.0
2021-02-19,ITUB4_SA,0.005374616495696705,1.0
2021-02-22,ITUB4_SA,0.07876718839091623,1.0
2021-02-23,ITUB4_SA,0.014213950420457255,1.0
2021-02-24,ITUB4_SA,0.03420694225315479,1.0
2021-02-25,ITUB4_SA,0.06683046100320222,1.0
2021-02-26,ITUB4_SA,0.06341316108799733,1.0
2021-03-01,ITUB4_SA,0.143964833151214,1.0
2021-03-02,ITUB4_SA,0.06488221906518055,1.0
2021-03-04,ITUB4_SA,0.05254789733397036,1.0
2021-03-05,ITUB4_SA,-0.028449849611098865,-1.0
2021-03-08,ITUB4_SA,0.03206470435785147,1.0
2021-03-09,ITUB4_SA,0.011684049542692643,1.0
2021-03-10,ITUB4_SA,0.016418159003253274,1.0
2021-03-12,ITUB4_SA,0.034595664709655694,1.0
2021-03-15,ITUB4_SA,0.007572091901028477,1.0
2021-03-16,ITUB4_SA,0.05836107771225918,1.0
2021-03-17,ITUB4_SA,0.041279023264777503,1.0
2021-03-18,ITUB4_SA,0.03464741749646483,1.0
2021-03-22,ITUB4_SA,0.03193741595605015,1.0
2021-03-23,ITUB4_SA,0.0646243132651898,1.0
2021-03-24,ITUB4_SA,0.08861117200369595,1.0
2021-03-25,ITUB4_SA,0.06680512761991708,1.0
2021-03-26,ITUB4_SA,0.038133782942479266,1.0
2021-03-30,ITUB4_SA,0.027039116321839085,1.0
2021-03-31,ITUB4_SA,0.06447871893204304,1.0
2021-04-01,ITUB4_SA,0.09472794899020065,1.0
2021-04-05,ITUB4_SA,0.120120608143234,1.0
2021-04-06,ITUB4_SA,0.17110888631785293,1.0
2021-04-07,ITUB4_SA,0.1815617463324486,1.0
2021-04-08,ITUB4_SA,0.19086217059939403,1.0
2021-04-12,ITUB4_SA,0.1881094591285304,1.0
2021-04-14,ITUB4_SA,0.17349373571461002,1.0
2021-04-16,ITUB4_SA,0.18780102816160582,1.0
2021-04-19,ITUB4_SA,0.17818300694591427,1.0
2021-04-20,ITUB4_SA,0.18420516594713376,1.0
2021-04-23,ITUB4_SA,0.17818300694591427,1.0
2021-04-27,ITUB4_SA,0.17283907580415625,1.0
2021-04-28,ITUB4_SA,0.17440023687537476,1.0
2021-04-29,ITUB4_SA,0.1605404941929638,1.0
2021-04-30,ITUB4_SA,0.15168712404800666,1.0
2021-05-03,ITUB4_SA,0.15950270579617487,1.0
2021-05-04,ITUB4_SA,0.18639742713267227,1.0
2021-05-05,ITUB4_SA,0.15357415833486265,1.0
2021-05-06,ITUB4_SA,0.16075797888070276,1.0
2021-05-07,ITUB4_SA,0.17083297305726597,1.0
2021-05-10,ITUB4_SA,0.1537133021061199,1.0
2021-05-11,ITUB4_SA,0.1561868865650633,1.0
2021-05-12,ITUB4_SA,0.14939000252696966,1.0
2021-05-13,ITUB4_SA,0.1671409987206054,1.0
2021-05-14,ITUB4_SA,0.0327572127628426,1.0
2021-05-18,ITUB4_SA,0.15256774046799926,1.0
2021-05-19,ITUB4_SA,0.14425875397674748,1.0
2021-05-20,ITUB4_SA,-0.010674303433891197,-1.0
2021-05-21,ITUB4_SA,-0.0024337082717940106,-1.0
2021-05-24,ITUB4_SA,0.004384650351666464,1.0
2021-05-25,ITUB4_SA,0.1398894812428566,1.0
2021-05-26,ITUB4_SA,-0.011925483320030628,-1.0
2021-05-27,ITUB4_SA,0.1340232071811982,1.0
2021-05-28,ITUB4_SA,0.007430611791336084,1.0
2021-05-31,ITUB4_SA,0.043370059640375214,1.0
2021-06-01,ITUB4_SA,0.0014843820080108205,1.0
2021-06-02,ITUB4_SA,-0.04126284383304957,-1.0
2021-06-04,ITUB4_SA,-0.05512867035061175,-1.0
2021-06-07,ITUB4_SA,-0.06777406675825737,-1.0
2021-06-08,ITUB4_SA,-0.08747697178743308,-1.0
2021-06-09,ITUB4_SA,-0.09711424743336361,-1.0
2021-06-10,ITUB4_SA,-0.06847274723313856,-1.0
2021-06-11,ITUB4_SA,-0.046375871264287216,-1.0
2021-06-14,ITUB4_SA,-0.061256731005399634,-1.0
2021-06-16,ITUB4_SA,-0.08680260605259993,-1.0
2021-06-17,ITUB4_SA,-0.06350259032398575,-1.0
2021-06-18,ITUB4_SA,-0.05655981367649565,-1.0
2021-06-21,ITUB4_SA,-0.0643254400281571,-1.0
2021-06-22,ITUB4_SA,-0.05017489787067231,-1.0
2021-06-23,ITUB4_SA,-0.055622587212198815,-1.0
2021-06-25,ITUB4_SA,-0.018113651904606898,-1.0
2021-06-28,ITUB4_SA,0.020880199877697292,1.0
2021-06-29,ITUB4_SA,0.032370458494329846,1.0
2021-06-30,ITUB4_SA,0.019217491738072523,1.0
2021-07-01,ITUB4_SA,0.04006075454232838,1.0
2021-07-02,ITUB4_SA,0.021610807520333397,1.0
2021-07-05,ITUB4_SA,0.04932809426930218,1.0
2021-07-06,ITUB4_SA,0.05569179286277981,1.0
2021-07-07,ITUB4_SA,0.01316779280218383,1.0
2021-07-08,ITUB4_SA,0.02082846330968291,1.0
2021-07-12,ITUB4_SA,0.019930338380543144,1.0
2021-07-13,ITUB4_SA,-0.03429875849661845,-1.0
2021-07-15,ITUB4_SA,-0.020782748925743832,-1.0
2021-07-16,ITUB4_SA,0.00782388909730325,1.0
2021-07-19,ITUB4_SA,0.0074972100992598545,1.0
2021-07-20,ITUB4_SA,-0.02170025805002085,-1.0
2021-07-21,ITUB4_SA,-0.02637634139317957,-1.0
2021-07-22,ITUB4_SA,-0.0398094746205272,-1.0
2021-07-23,ITUB4_SA,-0.05896712681021221,-1.0
2021-07-26,ITUB4_SA,-0.07759960567425916,-1.0
2021-07-27,ITUB4_SA,-0.0653511167610461,-1.0
2021-07-28,ITUB4_SA,-0.06348061185501808,-1.0
2021-07-29,ITUB4_SA,-0.07170492975408083,-1.0
2021-07-30,ITUB4_SA,-0.037065326914079155,-1.0
2021-08-02,ITUB4_SA,-0.06465647697537358,-1.0
2021-08-03,ITUB4_SA,-0.05713698421673241,-1.0
2021-08-04,ITUB4_SA,-0.029019916257983502,-1.0
2021-08-05,ITUB4_SA,-0.006656289520973857,-1.0
2021-08-06,ITUB4_SA,-0.20729854514653878,-1.0
2021-08-09,ITUB4_SA,-0.21644519418177843,-1.0
2021-08-10,ITUB4_SA,-0.2013423152084297,-1.0
2021-08-11,ITUB4_SA,-0.2101160356559566,-1.0
2021-08-12,ITUB4_SA,-0.19503093422750883,-1.0
2021-08-13,ITUB4_SA,-0.20575348153863615,-1.0
2021-08-16,ITUB4_SA,-0.19695335362459676,-1.0
2021-08-17,ITUB4_SA,-0.19403150218482368,-1.0
2021-08-18,ITUB4_SA,-0.1956278268783418,-1.0
2021-08-19,ITUB4_SA,-0.18513599611980402,-1.0
2021-08-20,ITUB4_SA,-0.18212686761387953,-1.0
2021-08-23,ITUB4_SA,-0.1908190505618349,-1.0
2021-08-24,ITUB4_SA,-0.12106038415996401,-1.0
2021-08-26,ITUB4_SA,-0.19429783786290045,-1.0
2021-08-27,ITUB4_SA,-0.20791816264602414,-1.0
2021-08-30,ITUB4_SA,-0.20221213751770772,-1.0
2021-08-31,ITUB4_SA,-0.12077625294582917,-1.0
2021-09-01,ITUB4_SA,-0.12459755435406039,-1.0
2021-09-02,ITUB4_SA,-0.18661916485063956,-1.0
2021-09-03,ITUB4_SA,-0.18197441218426758,-1.0
2021-09-06,ITUB4_SA,-0.19228480375854895,-1.0
2021-09-08,ITUB4_SA,-0.1520678528495807,-1.0
2021-09-09,ITUB4_SA,-0.1631401241027366,-1.0
2021-09-10,ITUB4_SA,-0.15471636278191603,-1.0
2021-09-13,ITUB4_SA,-0.16514852170443473,-1.0
2021-09-14,ITUB4_SA,-0.15996457139603149,-1.0
2021-09-15,ITUB4_SA,-0.14612164689411522,-1.0
2021-09-17,ITUB4_SA,-0.153407198952209,-1.0
2021-09-20,ITUB4_SA,-0.13379109419259594,-1.0
2021-09-21,ITUB4_SA,-0.14004047494839367,-1.0
2021-09-22,ITUB4_SA,-0.15127138442680998,-1.0
2021-09-23,ITUB4_SA,-0.15177198378664236,-1.0
2021-09-24,ITUB4_SA,-0.1680601180638832,-1.0
2021-09-27,ITUB4_SA,-0.16169983604987392,-1.0
2021-09-28,ITUB4_SA,-0.14925929609571775,-1.0
2021-09-29,ITUB4_SA,-0.15734881188811523,-1.0
2021-10-01,ITUB4_SA,-0.17964275308707045,-1.0
2021-10-04,ITUB4_SA,-0.039719689977676165,-1.0
2021-10-05,ITUB4_SA,-0.06569789408201743,-1.0
2021-10-07,ITUB4_SA,-0.04935200139553453,-1.0
2021-10-08,ITUB4_SA,-0.06533422392564081,-1.0
2021-10-11,ITUB4_SA,-0.07426396724916662,-1.0
2021-10-14,ITUB4_SA,-0.09432617321716463,-1.0
2021-10-15,ITUB4_SA,-0.10840712313268264,-1.0
2021-10-18,ITUB4_SA,-0.1173325475353425,-1.0
2021-10-19,ITUB4_SA,-0.08677589219201687,-1.0
2021-10-20,ITUB4_SA,-0.12999849899560956,-1.0
2021-10-21,ITUB4_SA,-0.12553670557604046,-1.0
2021-10-22,ITUB4_SA,-0.08932585700288886,-1.0
2021-10-25,ITUB4_SA,-0.10340194379654166,-1.0
2021-10-26,ITUB4_SA,-0.08888510962986651,-1.0
2021-10-27,ITUB4_SA,-0.0864196581251192,-1.0
2021-10-29,ITUB4_SA,-0.07381848726700713,-1.0
2021-11-01,ITUB4_SA,-0.12392732700734721,-1.0
2021-11-03,ITUB4_SA,-0.10821940984560896,-1.0
2021-11-04,ITUB4_SA,-0.03184978297173502,-1.0
2021-11-05,ITUB4_SA,-0.03860896475378828,-1.0
2021-11-08,ITUB4_SA,-0.01394322389636371,-1.0
2021-11-09,ITUB4_SA,0.018168236535727633,1.0
2021-11-10,ITUB4_SA,0.002259808968863908,1.0
2021-11-12,ITUB4_SA,0.02468742733744822,1.0
2021-11-16,ITUB4_SA,0.05464402595468587,1.0
2021-11-17,ITUB4_SA,0.04250466860375335,1.0
2021-11-18,ITUB4_SA,0.06013473820512827,1.0
2021-11-19,ITUB4_SA,0.0755452410996671,1.0
2021-11-23,ITUB4_SA,0.03957380648357467,1.0
2021-11-24,ITUB4_SA,0.012935360080374547,1.0
2021-11-25,ITUB4_SA,0.002494756669383147,1.0
2021-11-26,ITUB4_SA,0.05871776360749559,1.0
2021-11-29,ITUB4_SA,0.07721909218465317,1.0
2021-11-30,ITUB4_SA,0.09606702236522802,1.0
2021-12-01,ITUB4_SA,0.11660187704872937,1.0
2021-12-02,ITUB4_SA,0.09936537366102316,1.0
2021-12-03,ITUB4_SA,0.11093470959640528,1.0
2021-12-06,ITUB4_SA,0.08080279250791977,1.0
2021-12-07,ITUB4_SA,0.10710431040023183,1.0
2021-12-08,ITUB4_SA,0.12133906027873764,1.0
2021-12-09,ITUB4_SA,0.14591193762041388,1.0
2021-12-13,ITUB4_SA,0.14130231696379658,1.0
2021-12-14,ITUB4_SA,0.15190933002895668,1.0
2021-12-15,ITUB4_SA,0.22390018387443655,1.0
2021-12-16,ITUB4_SA,0.21162230124341552,1.0
2021-12-17,ITUB4_SA,0.19017685172079202,1.0
2021-12-20,ITUB4_SA,0.20034897992270295,1.0
2021-12-22,ITUB4_SA,0.19412968853076107,1.0
2021-12-23,ITUB4_SA,0.18797361574516103,1.0
2021-12-27,ITUB4_SA,0.17585170102558711,1.0
2021-12-28,ITUB4_SA,0.18023148197368966,1.0
2021-12-29,ITUB4_SA,0.19020575948978635,1.0
2021-12-30,ITUB4_SA,0.1699591889212999,1.0
2022-01-03,ITUB4_SA,0.17759197149299033,1.0
2022-01-04,ITUB4_SA,0.20020353057438545,1.0
2022-01-05,ITUB4_SA,0.18054537847689578,1.0
2022-01-06,ITUB4_SA,0.1991188312655685,1.0
2022-01-07,ITUB4_SA,0.18155700733706448,1.0
2022-01-10,ITUB4_SA,0.10106737718412595,1.0
2022-01-11,ITUB4_SA,0.07787630032652904,1.0
2022-01-12,ITUB4_SA,0.07044603538086003,1.0
2022-01-13,ITUB4_SA,0.06581720675785263,1.0
2022-01-14,ITUB4_SA,0.07014356999173255,1.0
2022-01-18,ITUB4_SA,0.10830737468229956,1.0
2022-01-19,ITUB4_SA,0.12396787810664422,1.0
2022-01-20,ITUB4_SA,0.16110025396060612,1.0
2022-01-25,ITUB4_SA,0.1394795953640593,1.0
2022-01-26,ITUB4_SA,0.12937795339674074,1.0
2022-01-27,ITUB4_SA,0.12302571012918428,1.0
2022-01-28,ITUB4_SA,0.12236903980123293,1.0
2022-01-31,ITUB4_SA,0.1008141744752642,1.0
2022-02-01,ITUB4_SA,0.07939468789913673,1.0
2022-02-02,ITUB4_SA,0.09970348730112621,1.0
2022-02-03,ITUB4_SA,0.07726917864531724,1.0
2022-02-04,ITUB4_SA,0.05224127801202827,1.0
2022-02-07,ITUB4_SA,0.057664036967495225,1.0
2022-02-08,ITUB4_SA,0.04531355020413996,1.0
2022-02-09,ITUB4_SA,0.08665239189620544,1.0
2022-02-10,ITUB4_SA,0.06226549407871085,1.0
2022-02-11,ITUB4_SA,-0.01474310660954492,-1.0
